modified_date,jobcountry,AI_count,total,ma_share_perc
2019-12-13,US,91279,4862241,1.87363560365363
2019-12-14,AU,1462,65828,2.22530194237575
2019-12-14,CA,5346,271584,2.02981654671585
2019-12-14,DE,13403,691681,1.96134124667831
2019-12-14,ES,1424,37561,3.78804336856666
2019-12-14,FR,8594,357090,2.42605632848833
2019-12-14,GB,8741,396879,2.27502168163482
2019-12-14,IE,747,18709,4.03379952973689
2019-12-14,IN,10450,231467,4.61732005975475
2019-12-14,SG,2119,29932,6.93994663702972
2019-12-14,US,86549,4739991,1.86970709125092
2019-12-15,AU,1529,66908,2.23501468950217
2019-12-15,CA,5720,279227,2.03037853628909
2019-12-15,DE,13589,693311,1.9601157356905
2019-12-15,ES,1465,38233,3.79180191486873
2019-12-15,FR,8760,357022,2.43234367658663
2019-12-15,GB,9227,400471,2.279167924195
2019-12-15,IE,801,19469,4.04424621425099
2019-12-15,IN,10864,233556,4.6175382468028
2019-12-15,SG,2213,30848,6.97863465308394
2019-12-15,US,91304,4842650,1.87023065279101
2019-12-16,AU,1530,66770,2.24822211212012
2019-12-16,CA,5673,275880,2.03227722349291
2019-12-16,DE,13555,687598,1.96180912772958
2019-12-16,ES,1449,37880,3.79576894886397
2019-12-16,FR,8770,354821,2.43911236627404
2019-12-16,GB,9104,392489,2.28198634759219
2019-12-16,IE,799,19245,4.05428910384253
2019-12-16,IN,10851,232889,4.61775962875258
2019-12-16,SG,2197,30759,7.02216149502957
2019-12-16,US,91007,4820725,1.87052116821197
2019-12-17,AU,1498,66513,2.25290733181338
2019-12-17,CA,5712,275768,2.03415854460268
2019-12-17,DE,13575,690288,1.96280337769135
2019-12-17,ES,1451,38008,3.79798790076015
2019-12-17,FR,8757,361378,2.4398820375389
2019-12-17,GB,9081,392802,2.28529658754193
2019-12-17,IE,794,19226,4.06505521550106
2019-12-17,IN,10825,232122,4.62273499284382
2019-12-17,SG,2200,30810,7.05772833507038
2019-12-17,US,91294,4825648,1.87271701388068
2019-12-18,AU,1521,67065,2.25918757655563
2019-12-18,CA,5768,276392,2.04290587603103
2019-12-18,DE,13587,691756,1.96261477236754
2019-12-18,ES,1466,38208,3.80926801935902
2019-12-18,FR,8730,359852,2.43897074564307
2019-12-18,GB,9091,394353,2.28942985388128
2019-12-18,IE,796,19294,4.07855771763734
2019-12-18,IN,10781,231164,4.62921954512941
2019-12-18,SG,2188,30901,7.08376510991179
2019-12-18,US,91309,4822950,1.87582622159668
2019-12-19,AU,1535,67207,2.26265511936513
2019-12-19,CA,5788,276563,2.05177948052423
2019-12-19,DE,13714,693341,1.96447117178933
2019-12-19,ES,1464,37746,3.8244448112841
2019-12-19,FR,8700,355335,2.44190726986499
2019-12-19,GB,9195,395485,2.29600510765639
2019-12-19,IE,793,19338,4.09153426271408
2019-12-19,IN,11148,236201,4.64114387386711
2019-12-19,SG,2240,31096,7.12206986146038
2019-12-19,US,91368,4822011,1.87947948677943
2019-12-20,AU,1521,67420,2.26539297854884
2019-12-20,CA,5830,274117,2.064450273702
2019-12-20,DE,13837,694873,1.96701053635253
2019-12-20,ES,1471,37610,3.84177613859016
2019-12-20,FR,8592,353887,2.43678350265896
2019-12-20,GB,9205,395368,2.29948253731251
2019-12-20,IE,800,19209,4.11137132098625
2019-12-20,IN,11197,236265,4.65881545613884
2019-12-20,SG,2222,31059,7.13924719325228
2019-12-20,US,91329,4818354,1.88207044864337
2019-12-21,AU,1458,64881,2.26914320617156
2019-12-21,CA,5624,267952,2.08308336403963
2019-12-21,DE,13788,695445,1.97342088931974
2019-12-21,ES,1460,36924,3.86504777367571
2019-12-21,FR,8572,352361,2.44050581005451
2019-12-21,GB,8901,390200,2.31072587772149
2019-12-21,IE,775,18885,4.12723636417437
2019-12-21,IN,10860,232518,4.68109027157992
2019-12-21,SG,2143,29983,7.14896199175086
2019-12-21,US,89393,4766376,1.88915048450647
2019-12-22,AU,1501,66046,2.26734763097672
2019-12-22,CA,5809,271699,2.09587125594752
2019-12-22,DE,13890,685704,1.98279807884166
2019-12-22,ES,1475,37111,3.88544697802595
2019-12-22,FR,8652,351356,2.44176715562015
2019-12-22,GB,9206,391978,2.31709219208853
2019-12-22,IE,806,19223,4.13847365647473
2019-12-22,IN,11099,231939,4.70019724999673
2019-12-22,SG,2191,30563,7.14823542313433
2019-12-22,US,91658,4813914,1.89180882792125
2019-12-23,AU,1497,64695,2.27055996827272
2019-12-23,CA,5803,269309,2.10993483389734
2019-12-23,DE,13889,694398,1.98691156657388
2019-12-23,ES,1466,36739,3.90902875407913
2019-12-23,FR,8552,348370,2.43936606954768
2019-12-23,GB,9191,387890,2.3242251552357
2019-12-23,IE,806,19108,4.14795948662697
2019-12-23,IN,11081,231222,4.7192062266022
2019-12-23,SG,2215,30678,7.15931154384785
2019-12-23,US,91531,4794033,1.89487185907433
2019-12-24,AU,1516,66210,2.27591611638195
2019-12-24,CA,5855,268748,2.12526548371186
2019-12-24,DE,13921,695907,1.99174592364855
2019-12-24,ES,1480,36937,3.93605805174474
2019-12-24,FR,8551,350332,2.44188080133391
2019-12-24,GB,9281,387073,2.33649474882861
2019-12-24,IE,812,19118,4.16474263050941
2019-12-24,IN,11056,232936,4.73104510958227
2019-12-24,SG,2204,30755,7.16299377732085
2019-12-24,US,90872,4782674,1.89603977543798
2019-12-25,AU,1500,64356,2.28489268833822
2019-12-25,CA,5869,269424,2.13833116513434
2019-12-25,DE,13951,696138,1.99744946727738
2019-12-25,ES,1479,36847,3.96134412309442
2019-12-25,FR,8602,350342,2.44606904956849
2019-12-25,GB,9299,387638,2.34986512308048
2019-12-25,IE,814,19039,4.18614259076141
2019-12-25,IN,11092,233623,4.7430496419942
2019-12-25,SG,2199,30675,7.17556908528298
2019-12-25,US,90742,4772744,1.89718769092037
2019-12-26,AU,1488,64946,2.28591353090599
2019-12-26,CA,5828,268099,2.14990137572185
2019-12-26,DE,13927,694237,2.0014678045368
2019-12-26,ES,1471,36846,3.97759206239944
2019-12-26,FR,8605,350257,2.44726529100602
2019-12-26,GB,9271,385156,2.36159130172798
2019-12-26,IE,808,18960,4.20912388647783
2019-12-26,IN,11033,234196,4.74180710318544
2019-12-26,SG,2198,30750,7.16763603348012
2019-12-26,US,90526,4758784,1.89825648802276
2019-12-27,AU,1470,64173,2.29086722775931
2019-12-27,CA,5809,264689,2.15959023662662
2019-12-27,DE,13916,692079,2.00424694427741
2019-12-27,ES,1479,36314,4.00067999859694
2019-12-27,FR,8573,344808,2.45561065855025
2019-12-27,GB,9257,379309,2.37763127189359
2019-12-27,IE,807,18687,4.23109470611892
2019-12-27,IN,10952,231173,4.74157960110995
2019-12-27,SG,2183,30483,7.16867069254769
2019-12-27,US,90434,4758942,1.89895027578698
2019-12-28,AU,1401,61694,2.29425213148417
2019-12-28,CA,5560,257382,2.16835164260172
2019-12-28,DE,13762,688633,2.00650930970271
2019-12-28,ES,1460,35763,4.01901767693641
2019-12-28,FR,8406,342314,2.45888320189534
2019-12-28,GB,8887,371947,2.39308570479756
2019-12-28,IE,777,18063,4.25935541389964
2019-12-28,IN,10513,228238,4.73237254175433
2019-12-28,SG,2076,29338,7.15849404387496
2019-12-28,US,87781,4685959,1.89863387277481
2019-12-29,AU,1450,62050,2.30341880160477
2019-12-29,CA,5761,261010,2.17823269727119
2019-12-29,DE,13875,690305,2.00427012548588
2019-12-29,ES,1475,35956,4.03725671525227
2019-12-29,FR,8536,342491,2.46315013591025
2019-12-29,GB,9201,375022,2.40806497149827
2019-12-29,IE,802,18551,4.27797300648523
2019-12-29,IN,10878,228555,4.72868070690698
2019-12-29,SG,2162,30042,7.16246441018874
2019-12-29,US,90106,4735676,1.89844584419908
2019-12-30,AU,1412,61563,2.3005117753951
2019-12-30,CA,5719,258728,2.18618349748802
2019-12-30,DE,13809,687845,2.00533078417724
2019-12-30,ES,1474,35780,4.0557295544831
2019-12-30,FR,8491,340937,2.46823988369346
2019-12-30,GB,9176,371463,2.42245731040751
2019-12-30,IE,799,18507,4.29213826633335
2019-12-30,IN,10770,226662,4.72285275922699
2019-12-30,SG,2157,29953,7.15976787314567
2019-12-30,US,90008,4737589,1.89710299105509
2019-12-31,AU,1407,60918,2.30336575126706
2019-12-31,CA,5666,260004,2.18626583734003
2019-12-31,DE,13706,684927,2.00542766885036
2019-12-31,ES,1462,35582,4.07030050283217
2019-12-31,FR,8455,340611,2.47416506968902
2019-12-31,GB,9172,373615,2.43062797137834
2019-12-31,IE,808,18647,4.30439976547825
2019-12-31,IN,10545,227089,4.70816500891587
2019-12-31,SG,2126,29627,7.16113536450844
2019-12-31,US,90329,4852143,1.8916181440415
2020-01-01,AU,1392,59803,2.30291681092055
2020-01-01,CA,5602,256921,2.18656382816484
2020-01-01,DE,13565,676076,2.00576689209319
2020-01-01,ES,1435,35105,4.08084928752694
2020-01-01,FR,8337,337343,2.47645889478791
2020-01-01,GB,9095,369066,2.43997672158832
2020-01-01,IE,799,18507,4.31037843938063
2020-01-01,IN,10248,221443,4.69102319048584
2020-01-01,SG,2085,28904,7.16753969342547
2020-01-01,US,89677,4838648,1.88477443000467
2020-01-02,AU,1407,59949,2.31089692130606
2020-01-02,CA,5585,255245,2.18860239153426
2020-01-02,DE,13488,672286,2.00579571090985
2020-01-02,ES,1432,34845,4.09761158906242
2020-01-02,FR,8276,335583,2.47780010256155
2020-01-02,GB,9028,366712,2.44780541123043
2020-01-02,IE,789,18423,4.3133908308219
2020-01-02,IN,10198,221077,4.67700335454596
2020-01-02,SG,2098,28951,7.1816482290099
2020-01-02,US,89276,4805911,1.87839391390872
2020-01-03,AU,1404,60016,2.31785308828225
2020-01-03,CA,5681,258474,2.18906652026614
2020-01-03,DE,13537,674064,2.00544044944137
2020-01-03,ES,1462,34840,4.11525682866062
2020-01-03,FR,8210,334530,2.47321127932751
2020-01-03,GB,9083,372160,2.44782347810487
2020-01-03,IE,793,18707,4.30204007439089
2020-01-03,IN,10243,222290,4.65848436763797
2020-01-03,SG,2108,29130,7.19238498423861
2020-01-03,US,89006,4823049,1.87055588754246
2020-01-04,AU,1342,58060,2.323641182657
2020-01-04,CA,5476,254114,2.18831296467173
2020-01-04,DE,13334,673695,2.00269500954016
2020-01-04,ES,1450,34170,4.13826495391842
2020-01-04,FR,8095,333510,2.46915034126237
2020-01-04,GB,8739,373198,2.44101397983229
2020-01-04,IE,771,18343,4.28798682645778
2020-01-04,IN,9988,220419,4.64780052036834
2020-01-04,SG,2048,28197,7.21910456281748
2020-01-04,US,86726,4773835,1.86247265573756
2020-01-05,AU,1382,58808,2.32552622042439
2020-01-05,CA,5712,260910,2.18575089866795
2020-01-05,DE,13492,674036,2.00150821036954
2020-01-05,ES,1432,34326,4.14819763630026
2020-01-05,FR,8207,332626,2.46557997280038
2020-01-05,GB,9053,375591,2.43485377726378
2020-01-05,IE,812,19113,4.27730114507852
2020-01-05,IN,10385,220801,4.63978095769183
2020-01-05,SG,2131,29095,7.23734614626287
2020-01-05,US,89174,4820092,1.85495001197773
2020-01-06,AU,1397,59084,2.33564691611172
2020-01-06,CA,5669,259135,2.18249851516088
2020-01-06,DE,13443,670738,2.00102762564331
2020-01-06,ES,1456,34375,4.16477141690758
2020-01-06,FR,8030,326954,2.46065333563829
2020-01-06,GB,8950,370541,2.4270187292921
2020-01-06,IE,794,18628,4.26946047874267
2020-01-06,IN,10308,218026,4.63639639728479
2020-01-06,SG,2087,28623,7.25021144974647
2020-01-06,US,88513,4790175,1.8475119739057
2020-01-07,AU,1426,60789,2.34081219841086
2020-01-07,CA,5682,260053,2.18331879813347
2020-01-07,DE,13483,674449,2.00074536609167
2020-01-07,ES,1450,34332,4.18114940592356
2020-01-07,FR,8049,331232,2.45318404691417
2020-01-07,GB,8801,374799,2.41176993066798
2020-01-07,IE,799,19068,4.24905043836322
2020-01-07,IN,10469,219293,4.6550284465172
2020-01-07,SG,2097,29078,7.25531870749714
2020-01-07,US,88752,4808729,1.84522805735661
2020-01-08,AU,1441,62565,2.33732109000813
2020-01-08,CA,5781,265715,2.18263344453854
2020-01-08,DE,13556,679269,1.99920872787866
2020-01-08,ES,1434,34749,4.18672093027208
2020-01-08,FR,8147,339001,2.44345060130831
2020-01-08,GB,8997,384794,2.39374211596295
2020-01-08,IE,814,19558,4.22686392422641
2020-01-08,IN,10706,223047,4.67960812493656
2020-01-08,SG,2101,29303,7.24908726240327
2020-01-08,US,89740,4829412,1.84592076294634
2020-01-09,AU,1449,63671,2.32714485999557
2020-01-09,CA,5866,272030,2.17810287579731
2020-01-09,DE,13549,683014,1.9959828018914
2020-01-09,ES,1450,35359,4.18545898049964
2020-01-09,FR,8160,338274,2.43574914139126
2020-01-09,GB,9090,393400,2.37213466983944
2020-01-09,IE,841,19913,4.2183898601027
2020-01-09,IN,10880,225738,4.70916160322047
2020-01-09,SG,2105,29542,7.23176173171959
2020-01-09,US,90590,4864584,1.84657879394136
2020-01-10,AU,1484,65094,2.31863112343711
2020-01-10,CA,5859,274478,2.16905963667475
2020-01-10,DE,13567,685739,1.99172326608124
2020-01-10,ES,1488,35544,4.18403533838344
2020-01-10,FR,8152,339644,2.42803067108638
2020-01-10,GB,9230,396464,2.35605799702164
2020-01-10,IE,841,20026,4.21274495981527
2020-01-10,IN,10977,224355,4.74983986149654
2020-01-10,SG,2098,29529,7.21295516460929
2020-01-10,US,90857,4871017,1.84941124459381
2020-01-11,AU,1400,62505,2.30840524006592
2020-01-11,CA,5628,268624,2.16051441827207
2020-01-11,DE,13469,684682,1.99000279206168
2020-01-11,ES,1477,35336,4.17494744937823
2020-01-11,FR,8069,344334,2.4160522017782
2020-01-11,GB,8866,395520,2.3417656493965
2020-01-11,IE,807,19847,4.19315459069166
2020-01-11,IN,10629,223210,4.7827703797705
2020-01-11,SG,2006,28534,7.17967310001973
2020-01-11,US,87888,4808489,1.85099309783178
2020-01-12,AU,1471,63881,2.30164791334788
2020-01-12,CA,5935,275268,2.15577441184598
2020-01-12,DE,13610,684433,1.98812190266833
2020-01-12,ES,1474,35317,4.17521353345999
2020-01-12,FR,8187,340694,2.40686655453326
2020-01-12,GB,9207,398877,2.32717932236724
2020-01-12,IE,853,20473,4.18144685340474
2020-01-12,IN,11150,225363,4.81766228296985
2020-01-12,SG,2085,29309,7.14961214136797
2020-01-12,US,90918,4883322,1.85267291115447
2020-01-13,AU,1473,64447,2.29038630145205
2020-01-13,CA,5897,272636,2.15224504066998
2020-01-13,DE,13699,685133,1.98744411829393
2020-01-13,ES,1491,35438,4.17117234500795
2020-01-13,FR,8090,338027,2.39790897715701
2020-01-13,GB,9142,392974,2.31446151197217
2020-01-13,IE,846,20012,4.17645582979749
2020-01-13,IN,11101,225123,4.84669165836383
2020-01-13,SG,2088,29377,7.1233638630444
2020-01-13,US,90686,4847440,1.85595846152578
2020-01-14,AU,1513,66162,2.28195658939117
2020-01-14,CA,5893,275063,2.14617062044565
2020-01-14,DE,13662,687271,1.98583680236561
2020-01-14,ES,1500,35830,4.16588248195058
2020-01-14,FR,8102,342599,2.38860112572879
2020-01-14,GB,9117,397765,2.30644221247537
2020-01-14,IE,839,20205,4.17105170130184
2020-01-14,IN,11160,225738,4.87094968602834
2020-01-14,SG,2086,29444,7.1052206595535
2020-01-14,US,90883,4872000,1.85878288923244
2020-01-15,AU,1543,68031,2.27693930376167
2020-01-15,CA,5895,279147,2.13704937032628
2020-01-15,DE,13685,688731,1.98459578817755
2020-01-15,ES,1508,36329,4.16934195672314
2020-01-15,FR,8176,347547,2.38135110125145
2020-01-15,GB,9183,405493,2.29594457161597
2020-01-15,IE,868,20441,4.18310710730319
2020-01-15,IN,11283,226822,4.89587825384924
2020-01-15,SG,2102,29896,7.0853816022236
2020-01-15,US,92029,4925267,1.8602558334414
2020-01-16,AU,1541,67877,2.27615668609063
2020-01-16,CA,6090,283407,2.13597412059189
2020-01-16,DE,13849,694615,1.9860327628629
2020-01-16,ES,1511,36866,4.16903235042102
2020-01-16,FR,8294,352301,2.37306412491416
2020-01-16,GB,9302,413560,2.28717672780485
2020-01-16,IE,863,20846,4.17118014793395
2020-01-16,IN,11357,228092,4.91864745979968
2020-01-16,SG,2103,29868,7.07331471642343
2020-01-16,US,92114,4947465,1.86019970301793
2020-01-17,AU,1541,67876,2.27480475023057
2020-01-17,CA,6091,283329,2.13814558870536
2020-01-17,DE,13850,694603,1.9882463651231
2020-01-17,ES,1511,36867,4.15648316772033
2020-01-17,FR,8294,352295,2.36650938029809
2020-01-17,GB,9301,413528,2.27590564406013
2020-01-17,IE,863,20842,4.16277113092616
2020-01-17,IN,11357,228087,4.93101145876235
2020-01-17,SG,2102,29872,7.06357327760665
2020-01-17,US,92114,4947417,1.85971443803903
2020-01-18,AU,1541,67876,2.27916127095788
2020-01-18,CA,6091,283331,2.1459542464237
2020-01-18,DE,13850,694601,1.9920692044957
2020-01-18,ES,1511,36867,4.14486074931515
2020-01-18,FR,8294,352295,2.36806833226172
2020-01-18,GB,9301,413523,2.27699190853636
2020-01-18,IE,863,20851,4.1731689184149
2020-01-18,IN,11357,228088,4.96205933291457
2020-01-18,SG,2103,29871,7.06501093476498
2020-01-18,US,92113,4947410,1.86458234464564
2020-01-19,AU,1604,69247,2.28110794468872
2020-01-19,CA,6074,283990,2.14348668712117
2020-01-19,DE,13746,690440,1.9924116438505
2020-01-19,ES,1530,36657,4.14488935130396
2020-01-19,FR,8268,354044,2.35839216098785
2020-01-19,GB,9394,410644,2.27404846687344
2020-01-19,IE,888,21074,4.17992033620055
2020-01-19,IN,11405,226520,4.97453105253239
2020-01-19,SG,2116,30094,7.05321752168509
2020-01-19,US,93364,4943659,1.86840438903861
2020-01-20,AU,1577,69233,2.27999601229767
2020-01-20,CA,6024,281553,2.14014446463211
2020-01-20,DE,13731,690665,1.99078566541153
2020-01-20,ES,1513,36737,4.13219158412579
2020-01-20,FR,8195,352770,2.34835550372959
2020-01-20,GB,9314,404401,2.27073374250187
2020-01-20,IE,865,20658,4.17417409168
2020-01-20,IN,11427,226667,4.99027876626941
2020-01-20,SG,2122,30016,7.04778348099746
2020-01-20,US,93435,4910943,1.87294522384797
2020-01-21,AU,1591,70049,2.27777545448242
2020-01-21,CA,6040,283076,2.13889936856678
2020-01-21,DE,13735,693883,1.98958255099974
2020-01-21,ES,1543,37004,4.12981780290369
2020-01-21,FR,8218,349867,2.3460738895036
2020-01-21,GB,9358,409001,2.27015618507151
2020-01-21,IE,885,20966,4.18398586210238
2020-01-21,IN,11450,225276,5.01011730616009
2020-01-21,SG,2107,29855,7.04389906305575
2020-01-21,US,93533,4908690,1.87866563100367
2020-01-22,AU,1622,71808,2.27644939448701
2020-01-22,CA,6110,286570,2.14180276223203
2020-01-22,DE,13677,695399,1.98669639011827
2020-01-22,ES,1549,37474,4.12732905991966
2020-01-22,FR,8245,352881,2.34378733610989
2020-01-22,GB,9429,414252,2.27179905140638
2020-01-22,IE,888,21211,4.17543434875152
2020-01-22,IN,11628,227634,5.02923370680888
2020-01-22,SG,2128,30021,7.05208913896575
2020-01-22,US,94164,4935455,1.88429439680232
2020-01-23,AU,1645,72876,2.27458880786123
2020-01-23,CA,6139,289572,2.13768452707668
2020-01-23,DE,13849,697653,1.98545609646563
2020-01-23,ES,1557,37559,4.13402196277764
2020-01-23,FR,8333,355632,2.34220385214712
2020-01-23,GB,9455,415603,2.27547865546884
2020-01-23,IE,891,21308,4.18138365066738
2020-01-23,IN,11690,228581,5.04852365206095
2020-01-23,SG,2135,30112,7.05912003696339
2020-01-23,US,94504,4958798,1.89057183224799
2020-01-24,AU,1680,73633,2.27619869966651
2020-01-24,CA,6179,291811,2.13306579238825
2020-01-24,DE,13833,699861,1.98296903904458
2020-01-24,ES,1548,37240,4.14235115345
2020-01-24,FR,8349,357887,2.33914418058497
2020-01-24,GB,9488,421075,2.27606403425043
2020-01-24,IE,902,21511,4.18888736482761
2020-01-24,IN,11675,229290,5.0646043320643
2020-01-24,SG,2130,29996,7.06829959640597
2020-01-24,US,95038,4968845,1.89783146859806
2020-01-25,AU,1609,71867,2.27170461835844
2020-01-25,CA,5979,288533,2.12198354029791
2020-01-25,DE,13905,701336,1.98135390602735
2020-01-25,ES,1541,37498,4.14392775647681
2020-01-25,FR,8262,358312,2.33222057193401
2020-01-25,GB,9205,419775,2.26801140064242
2020-01-25,IE,852,20855,4.18123893820238
2020-01-25,IN,11250,228107,5.05784396762856
2020-01-25,SG,2052,29185,7.06697615431395
2020-01-25,US,92495,4921517,1.90033965857449
2020-01-26,AU,1671,73527,2.26546014806364
2020-01-26,CA,6202,294505,2.11728337124291
2020-01-26,DE,14059,703335,1.98249688674387
2020-01-26,ES,1541,37427,4.13585929830868
2020-01-26,FR,8377,359207,2.33176036408513
2020-01-26,GB,9518,424463,2.26154517748609
2020-01-26,IE,901,21618,4.17468180095782
2020-01-26,IN,11696,229609,5.06627274969893
2020-01-26,SG,2132,29956,7.07923374957294
2020-01-26,US,95494,4998765,1.90345268392599
2020-01-27,AU,1659,72391,2.26744669862997
2020-01-27,CA,6147,293720,2.1106044902183
2020-01-27,DE,14019,700898,1.98422037717213
2020-01-27,ES,1555,37880,4.13394572167706
2020-01-27,FR,8319,357532,2.33229484875148
2020-01-27,GB,9463,417954,2.25596878782965
2020-01-27,IE,897,21517,4.17204708025858
2020-01-27,IN,11647,229290,5.07174095143254
2020-01-27,SG,2125,29752,7.08963576146911
2020-01-27,US,95678,4979041,1.90617086598153
2020-01-28,AU,1671,73599,2.26732441677053
2020-01-28,CA,6169,294688,2.10484704277453
2020-01-28,DE,14046,705330,1.98593008275104
2020-01-28,ES,1555,38334,4.11775025213105
2020-01-28,FR,8365,361858,2.32697880492176
2020-01-28,GB,9599,422038,2.25402961306634
2020-01-28,IE,909,21807,4.16451370733781
2020-01-28,IN,11736,233752,5.06289117125355
2020-01-28,SG,2088,28806,7.1169279877195
2020-01-28,US,95894,4981229,1.90897797646438
2020-01-29,AU,1674,74434,2.26592027335556
2020-01-29,CA,6264,297825,2.10072336197214
2020-01-29,DE,13978,705322,1.9880737028773
2020-01-29,ES,1559,38602,4.10419571849045
2020-01-29,FR,8336,358791,2.3251040139601
2020-01-29,GB,9687,425996,2.25371736520012
2020-01-29,IE,897,22100,4.14627321138458
2020-01-29,IN,12013,236794,5.05788916707132
2020-01-29,SG,2132,29378,7.14103651819095
2020-01-29,US,96546,5002373,1.91213437935453
2020-01-30,AU,1688,74637,2.26654226870323
2020-01-30,CA,6259,299912,2.09599766014249
2020-01-30,DE,14212,708987,1.9908545426675
2020-01-30,ES,1534,38716,4.07801120343821
2020-01-30,FR,8247,362772,2.31512918968967
2020-01-30,GB,9768,428908,2.25406076996505
2020-01-30,IE,893,22177,4.12415410543751
2020-01-30,IN,11898,234715,5.05145567318649
2020-01-30,SG,2147,29622,7.16357862653556
2020-01-30,US,96999,5014248,1.91623196725603
2020-01-31,AU,1706,75366,2.26397576842141
2020-01-31,CA,6233,300725,2.08959641749468
2020-01-31,DE,14073,708213,1.99236578632592
2020-01-31,ES,1491,38518,4.03716789917164
2020-01-31,FR,8260,364339,2.30573777599851
2020-01-31,GB,9865,429039,2.26063855218289
2020-01-31,IE,905,22078,4.11071120577253
2020-01-31,IN,12020,238793,5.0431475663907
2020-01-31,SG,2163,29693,7.18980696740595
2020-01-31,US,96753,5052047,1.91658151082292
2020-02-01,AU,1565,71295,2.25772533353464
2020-02-01,CA,5905,291589,2.08286842339135
2020-02-01,DE,13947,703520,1.99233936902373
2020-02-01,ES,1468,37891,4.00355624568355
2020-02-01,FR,8143,359290,2.30010957918274
2020-02-01,GB,9517,420591,2.2706281149699
2020-02-01,IE,868,21308,4.10903065581593
2020-02-01,IN,11395,234114,5.03391769227014
2020-02-01,SG,2066,28467,7.22216656432993
2020-02-01,US,93649,4974780,1.91702079823194
2020-02-02,AU,1638,72525,2.25571061902535
2020-02-02,CA,6153,296553,2.07843033617147
2020-02-02,DE,14042,703679,1.99185464650633
2020-02-02,ES,1473,38148,3.96697463038071
2020-02-02,FR,8272,358433,2.29664411027557
2020-02-02,GB,9751,421630,2.28067504627987
2020-02-02,IE,901,21622,4.10892050813274
2020-02-02,IN,11791,233515,5.02755732784425
2020-02-02,SG,2097,28971,7.23947623119457
2020-02-02,US,95894,5018154,1.91710506905704
2020-02-03,AU,1631,72275,2.25070165460613
2020-02-03,CA,6104,295355,2.07469548755239
2020-02-03,DE,14067,704471,1.99137880208536
2020-02-03,ES,1478,37997,3.93621922100395
2020-02-03,FR,8188,359311,2.28978998031008
2020-02-03,GB,9677,416864,2.28885445113838
2020-02-03,IE,887,21414,4.10511382670158
2020-02-03,IN,11817,235795,5.01783777369241
2020-02-03,SG,2082,29282,7.23487524366463
2020-02-03,US,95708,4992439,1.91645420487403
2020-02-04,AU,1648,73597,2.24624600098392
2020-02-04,CA,6140,296042,2.0719282816217
2020-02-04,DE,13301,683978,1.9846995040315
2020-02-04,ES,1464,38267,3.90326200023512
2020-02-04,FR,8210,360109,2.28524497897374
2020-02-04,GB,9647,419725,2.29227872693942
2020-02-04,IE,890,21636,4.09727500025461
2020-02-04,IN,11931,238223,5.01607017706001
2020-02-04,SG,2149,29589,7.23692442415118
2020-02-04,US,95619,5012746,1.91394136475443
2020-02-05,AU,1695,74334,2.25071405295089
2020-02-05,CA,6242,299866,2.06883512368037
2020-02-05,DE,14077,709801,1.98490551008884
2020-02-05,ES,1478,38752,3.87116855021202
2020-02-05,FR,8224,362460,2.27747095815026
2020-02-05,GB,9804,424139,2.29764177774202
2020-02-05,IE,900,21747,4.10865761924234
2020-02-05,IN,12069,238650,5.01378599929134
2020-02-05,SG,2168,29847,7.23786448260876
2020-02-05,US,96694,5041036,1.91224614220129
2020-02-06,AU,1674,75117,2.24598700014559
2020-02-06,CA,6292,302179,2.06815855900579
2020-02-06,DE,14108,711732,1.98171360033858
2020-02-06,ES,1476,38983,3.846037069057
2020-02-06,FR,8164,362261,2.27465596760354
2020-02-06,GB,9821,425606,2.30194488997103
2020-02-06,IE,884,21629,4.11728775529628
2020-02-06,IN,12182,239479,5.01632167160547
2020-02-06,SG,2160,29839,7.23655835819518
2020-02-06,US,96982,5063816,1.90949306070005
2020-02-07,AU,1685,74784,2.24449207945296
2020-02-07,CA,6360,304330,2.07061269424135
2020-02-07,DE,14121,714287,1.98025965681235
2020-02-07,ES,1498,39256,3.83818845224894
2020-02-07,FR,8249,362889,2.27551704282016
2020-02-07,GB,9908,426653,2.30522162067699
2020-02-07,IE,900,21617,4.12647157600493
2020-02-07,IN,12187,241345,5.01860301118671
2020-02-07,SG,2152,30039,7.21934049079455
2020-02-07,US,96963,5053234,1.91002247405565
2020-02-08,AU,1596,71965,2.2477263495905
2020-02-08,CA,6161,298591,2.07607653463665
2020-02-08,DE,14071,714671,1.97831942190474
2020-02-08,ES,1486,38698,3.83329142307583
2020-02-08,FR,8112,360593,2.27311895417364
2020-02-08,GB,9693,423160,2.30920084776022
2020-02-08,IE,853,21137,4.1210415814986
2020-02-08,IN,11628,238220,5.02059092157068
2020-02-08,SG,2074,28948,7.20606116170038
2020-02-08,US,94677,5008802,1.91112779763197
2020-02-09,AU,1676,72738,2.25424472038077
2020-02-09,CA,6380,302400,2.08106917023891
2020-02-09,DE,14198,715608,1.9766815610057
2020-02-09,ES,1484,38676,3.8298239558933
2020-02-09,FR,8140,359660,2.26675115478763
2020-02-09,GB,9886,423754,2.31209600588232
2020-02-09,IE,895,21488,4.12076491530792
2020-02-09,IN,12064,238450,5.02201765726373
2020-02-09,SG,2144,29594,7.20698102032671
2020-02-09,US,96922,5043680,1.91265789642664
2020-02-10,AU,1701,72839,2.26547740881899
2020-02-10,CA,6333,300142,2.08725998852264
2020-02-10,DE,14126,712449,1.9746702672095
